"annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at" 
708,"1","2025-03-26T07:57:10.629963Z",708,4.738,"Negative","Мрачная, безнадежная и беспросветная книга. В лучших традициях русских классиков, когда страдают и читатель, и герой. А в итоге всё равно все умрут, пройдя через душевные метания и непростой выбор. О чем эта книга? О несправедливости, жестокости, черствости, трусости, слабости. Обо всем том, с чем мы живем каждый день. Когда принимаем решения или уклоняемся от них. Когда развлекаемся или просто едем домой. О системе, в которой человек человеку волк, в человеку вне системы - волк вдвойне. Об ответственности и стечении обстоятельство. О правде, которая разрушает простую и понятную картину черно-белого мира. О том, что нельзя изменить, а что еще можно исправить. Даже если это не твои проблемы. О закономерном финале в мире, который не ждет тех, кто от него отстал.","2025-03-26T07:57:10.629963Z"
709,"1","2025-03-26T07:57:13.093182Z",709,1.973,"Negative","Серая книга. Серая жизнь. Серый сюжет. Беспросветная серость, тягучая, как осенний затяжной дождь. Сломанная жизнь главного героя, которую он благополучно доламывает сам, вот и весь сюжет в духе 90-х. Наше правосудие, равно как и вся пенитенциарная система, сожрало тысячи жизней, сломало огромное количество судеб, вывернуло наизнанку и выкинуло сотни тысяч душ. В общем, тема мне не зашла, хотя Илью, главного героя, в какие-то моменты было жаль. Начало истории, пожалуй, является самым трогательным моментом книги, вызывающим глубокое сочувствие к герою. А дальше серость... Дальше человек осмысленно творит гигантское количество фатальных ошибок, вместо того, чтобы после реально страшного удара судьбы, попытаться вернуться к жизни.... Это слабость духа и ничто иное. Проблема отцов и детей, отношений, воспитания гранитными берегами обрамляет сюжетную реку книги, но особых чувств она у меня тоже не вызвала. Один моральный урод воспитывает другого морального урода, что тут удивительного....? В целом, слабой книгу назвать не могу, потому что слог Глуховского великолепен. Дмитрий мастерски погружает читателя в эту беспросветную серость, нагнетая тяжёлую, туманно — прокуренную атмосферу безнадежности. Однако, и оценить книгу, как потрясающую не могу.","2025-03-26T07:57:13.093182Z"
710,"1","2025-03-26T07:57:17.572623Z",710,3.739,"Negative","Дмитрия Глуховского я знаю давно и за все время успел прочитать практически все вышедшие на данный момент его романы. Собственно, недавно закрыл последний гештальт его крупной формы - «Текст». Для полной картины остается лишь прочитать «Рассказы о родине» и сценарий сериала «Топи». То, что Глуховский говна не напишет, можно быть уверенным на 100 процентов, и «Текст» только больше подкрепляет эту уверенность. Первое, что бросается в глаза, когда открываешь книгу - это неповторимый и узнаваемый язык автора. Глуховский буквально в нескольких предложениях может обрисовать обстановку, окружение, настроение сцены или состояние героя. Меня всегда подкупало это в его книгах и благодаря подобной манере письма текст получается очень эмоционально заряженным. Эпизод возвращения героя домой из самого начала так и вообще получился настолько давящим и переполненным тоски, что буквально чувствуешь, как скребет на сердце. Затронутые в книге проблемы социального неравенства, доминации силовиков над гражданами, переноса жизни в цифровое пространство и вопросы пресловутой честности и справедливости сейчас как нельзя актуальны и история позволяет взглянуть на них под некоторым иным углом. Главного антагониста - Петра Хазина - можно понять и, несмотря на многие аморальные поступки, в некоторых моментах ему можно даже посочувствовать. Петру не повезло стать частью прогнившей изнутри машины и тот в итоге искусился, приняв их правила. А вот его отношения с Ниной никаких надежд на хороший вариант развития событий наоборот не подавали. И в какой-то степени лишь благодаря главному герою они закончились не на самой плохой ноте. По крайней мере в этой ситуации действительно маячит какой-никакой лучик света на горизонте. Главный герой также удался на славу и все его сумбурные поступки, как ни странно, в большинстве своем обоснованы и имеют под собой почву. Где-то воспитание, где-то компенсация отобранной жизни, а где-то и банальное желание еще пожить на этом свете. И в плане становления героя именно такая концовка, как мне кажется, подходит наиболее всего. Несмотря на все искушения и открытые дороги, Илья сделал выбор и все-таки остался человеком, что придает финалу какой-то меланхолично-светлый характер. Можно также отметить и эпизодические описания Москвы, сменяющиеся мрачными фонами Лобни. Автор довольно хорошо передал атмосферу столицы, сочетающей, казалось бы, несочетаемое, и в ее описаниях даже чувствуется какая-никакая любовь к этому городу, несмотря на окружающие серые тона. Замечания на счет того, что телефоны стали отражением нашей души, вышли не менее точными, да и сам сюжет это наглядно демонстрирует. С каждым годом электронные устройства сохраняют в себе все большее и большее количество информации о нас, а иногда и вовсе заменяет реальную жизнь. Если бы сюжет романа происходил в сегодняшние дни, как мне кажется, из телефона можно было бы достать еще большее информации, чем это было показано в книге. ""Текст"" это одновременно и предупреждение, и зеркало сегодняшнего дня, и просто очень хорошо и талантливо написанная история, которая уж точно не оставит равнодушным и возможно даже поможет составить более четкую картину окружающего нас мира.","2025-03-26T07:57:17.572623Z"
711,"1","2025-03-26T07:57:18.876187Z",711,0.865,"Negative","Мастер и Маргарита - это роман знаменитого русского писателя Михаила Булгакова. У этой книги прямо сложная и даже роковая судьба. Булгаков начал работать над романом в конце 20-х годов и продолжал писать его вплоть до самой смерти в 40-м. На определенном этапе, как и герой своего романа он сжег первую редакцию. Однако через некоторое время всё-так вернулся к работе над книгой. Позже, за 5 месяцев до своей смерти он завещал заботу о романе своей жене Елене Булгаковой. И после смерти мужа она дорабатывала роман еще больше 20 лет. А опубликована книга впервые была вообще через 25 лет после смерти писателя - в 1966-м году. Вот такая сложная судьба у романа. Я думаю, все хотя бы примерно знают о чем эта книга, ведь она есть в школьной программе. Но всё же кратко напомню, тем, кто проболел или еще не дошел =) итак, Мастер и Маргарита это роман в романе. Внешний роман описывает Москву 1930-х годов. В один летний день столицу решает посетить ни кто иной, как сам дьявол со своей свитой.Зарегистрировался он под фамилией Воланд. И конечно же, его присутствие вызывает кучу мистических, странных и роковых происшествий. Внутренний роман - это работа талантливого литератора, который называет себя Мастером. Роман этот написан, как ни странно, про Понтия Пилата и момент казни Иисуса Христа. Очень необычная тема для книги советского времени. И, конечно, за такую тему советское литературное сообщество устраивает Мастеру обструкцию, доведя практически до безумия. Но через некоторое время и автор и его роман оказываются втянутыми в круговорот событий, который учинила нечистая сила во время своего визита. Ну а что же на самом деле учинил Воланд в Москве и что в итоге стало с бедным Мастером, вы узнаете, если прочитаете книгу. Книга стала для меня самой любимой.","2025-03-26T07:57:18.876187Z"
712,"1","2025-03-26T07:57:19.994138Z",712,0.665,"Negative","Великий роман великого МАСТЕРА. Много лет писал Булгаков этот роман. Менялись названия. ""Консультант"", ""Инженер с копытом""... Вероятно, что сыну Духовной профессора Духовной академии было легче обратится к таким глыбам фактов древней истории. Впрочем, ведь в этом романе практически ТРИ романа. Не только ведь параллель Москва - Ершалаим... Москвы то ДВЕ. А может и больше. По последним главам видно, что роман неокончен. Это тоже типично по русски. Спасибо Елене Сергеевне Шиловской (Булгаковой) - третьей жене М.А. - спасла, сохранила, издала его книги!!! На западе не так!!! Диккенсы, Жюль Верны, Дюмы (дюма, Дюма - знаю!), Гюги (помню Гюго - но хочется сказать о множестве). Бальзаки (ура Бальзаки - это много Бальзаков)!!! - все писали ровное количество глав, с ровным числом страниц. Все рядком, да ладком. Здесь (в России) не тот климат. Сжигать рукописи, быть не в ладу с собой. Искать себя в себе. Не ожидать того, что тебя напечатают. Из последних ""авторов в стол"" назову Солоухина. ""Последняя ступень"" написана в 1976 году и лежала в столе 20 лет. пусть моральные соображения, пусть партийные запреты - играли роль, но ВЫПЛЕСНУТЬ обязан был человек!!! Видимо душу прожигающие вещи родятся у русских писателей и тогда или в стол писать или пулю в висок (либо голову в петлю). В скобках замечу, что нет вступительной статьи...на первой фотке слева упомянута статья, но справа видно, что статьи нет. Досадный неуклюжий ЛЯП издателей. Булгаковская ""чертовщинка""!??? ","2025-03-26T07:57:19.994138Z"
713,"1","2025-03-26T07:57:21.077500Z",713,0.57,"Negative","Роман Михаила Булгакова «Мастер и Маргарита» — известнейшее произведение автора, оно по праву относится к классике русской литературы. В нем отражается многогранность души, показана сущность человеческой натуры во всех ее проявлениях. Особенностью романа можно назвать то, что на протяжении всего времени читатель находит в нем переплетение двух тонких параллелей прошлого и нынешнего времени. Так, Булгаков удачно использовал авторский прием под названием «книга в книге». И правда — ведь в самом повествовании мы сталкиваемся с другим рассказом, который воплощается в книге главного героя Мастера.Уже с первых страниц автор четко разделяет границы между честностью и невежеством, указывая на то, что последнее должно быть наказано. Булгаков очень ярко изобразил нам так называемую тему выбора. Это в первую очередь касается проблемы выбора Маргариты между роскошной жизнью с богатым любящим мужем и настоящим счастьем с бедным, никому ненужным писателем – Мастером.Герои романа ведут себя совершенно по-разному, в зависимости от сложившейся ситуации. Чувства и окружение, которые порождают поступки, ярко демонстрируются на примере Понтия Пилата и Иешуа Га-Ноцри. Мы явственно видим проблему Понтия Пилата между своими обязанностями перед императором и здравым смыслом, своим истинным желанием. Понтий Пилат сделал свой выбор, но оказалось, что от него в данный момент совершенно ничего не зависит. Прокуратор знал, что, оглашая смертный приговор Иешуа, делает огромнейшую ошибку, исправить которую будет невозможно. Его душа разрывается меж работой и совестью. Пробегая глазами по строкам, в которых описывалось волнение главного героя, его беззащитность перед обществом и несправедливостью критиков, я явственно понимала, что это не просто строки и не только лишь фразы. Это был настоящий крик души, идущий из самого сердца творца, это те чувства и эмоции, которые когда-то испытал и сам Булгаков, которые решил выплеснуть на страницы своего романа, попытался передать своему читателю.","2025-03-26T07:57:21.077500Z"
714,"1","2025-03-26T07:57:22.511214Z",714,0.703,"Negative","Машинное обучение (МО) — это область знаний и исследований в области искусственного интеллекта, которая занимается разработкой алгоритмов и статистических моделей, которые могут аппроксимировать данные, обучаться на них, обобщать их на невидимые зависимости и, таким образом, выполнять задачи без явных инструкций. Машинное обучение является ключевой компонентой ИИ, которая позволяет компьютерным программам выполнять задачи без явного программирования, вместо этого полагаясь на закономерности и зависимости, выведенные из данных. Это направление в ИИ, основано на идее того, что системы могут учиться на данных, выявлять закономерности и принимать решения с минимальным вмешательством человека. Машинное обучение можно применять в решении различных задач. Предсказывать значения определенной величины на основе набора данных. Использовать на веб-сайтах для рекомендации контента или продуктов. Помогать выявлять аномалии в финансовых транзакциях и предсказывать рыночные тенденции. Распознавать какие-либо объекты и благодаря этому принимать решения. В целом, машинное обучение позволяет компьютерным системам обучаться и адаптироваться к новым данным, что делает его мощным инструментом в различных областях.","2025-03-26T07:57:22.511214Z"
715,"1","2025-03-26T07:57:23.833237Z",715,0.727,"Negative","Пару лет назад я рассказывал жене сказки, что когда я буду старым маразматиком, мое ближайшее окружение не будет страдать от этого, ведь за мной будут ухаживать роботы. Новости о прогрессе искусственного интеллекта впечатляли меня (нейросетки то, нейросетки сё), свет в конце тоннеля манил, как и зарплаты специалистов в этой области. Разумеется, я не смог пройти мимо и решил погрузиться в Machine Learning. Для старта хотелось почитать что-то совсем базовое, но поиск по строкам ""машинное обучение для чайников"" вменяемых результатов не дал. Все статьи начинались с тривиальных рассуждений, а потом перепрыгивали на загадочные формулы без особых пояснений. Я не сдавался и добыл несколько книг с хорошими отзывами, но получил то же самое, только уже на 600 страниц. Спустя полгода поисков могу сообщить вам следующее: при текущих темпах развития AI я не увижу роботов в старости, для работы с Machine Learning на самом деле не нужна математика, и как минимум одна статья ""машинное обучение для чайников"" существует, вы ее сейчас читаете. Итак, ознакомившись с этой статьей вы поймете, что вообще представляет собой группа технологий ML. Имея эту базу вам будет проще двигаться дальше, и даже формулы в книгах станут понятнее. Раз уж зашел разговор о книгах, то сразу порекомендую ту, с которой у меня начался реальный прогресс: Andrew Glassner, ""DEEP LEARNING: From Basics to Practice"". В русском варианте она называется ""Глубокое обучение без математики"": автор разжевывает алгоритмы не прибегая к формулам. После томов, полных математического пафоса, это был просто глоток свежего воздуха. Еще один важный момент: постарайтесь читать англоязычную литературу, т.к. перевод терминов на русский язык местами сильно страдает. Человеку, который ввел фразу ""Обучение с учителем"" должно быть очень стыдно.","2025-03-26T07:57:23.833237Z"
716,"1","2025-03-26T07:57:25.057816Z",716,0.757,"Negative","Итак, в первой части статьи мы узнали, как получить предварительную базу по математике и программированию и теперь можем приступить к самому машинному обучению. Для начала поясню, что понимается в данной статье под терминами “классическое” и “глубокое” машинное обучение (в разных источниках эти термины могут использоваться по-разному). Под “глубоким обучением” (Deep Learning, DL) понимается все, что связано с глубокими нейросетями. Под “классическим машинным обучением” (Classic Machine Learning, Classic ML) понимается большая часть остальных, “неглубоких” обучающихся алгоритмов и примыкающие к ним методы математической статистики.","2025-03-26T07:57:25.057816Z"
717,"1","2025-03-26T07:57:26.351099Z",717,0.681,"Negative","Эта работа о безопасности информационных систем, в которых принимаются серьезные информационные решения и которые можно подразделить на три типа: Во-первых, системы извлечения информации (информационно-поисковые системы (ИПС), информационно-измерительные системы (ИИС) и другие); Во-вторых, приемопередающие системы (системы передачи данных (СПД), запросно-ответные системы (ЗОС) и другие); В-третьих, системы разрушения, уничтожения информации (постановки помех, подавления сигналов, радиоглушители и другие). Во всех системах управление — важное явление, процесс, деятельность, которые включают в себя как компоненты организацию системы, распределение ресурсов (планирование), принятие решения и связь. Трудно назвать область деятельности, в которой не принимались бы время от времени решения. Эта ситуация и явление имеет место всегда и раньше, и теперь, и в будущем.Человек пальцем не пошевелит, не приняв решения об этом. Не всегда это осознается, но это именно так. Здесь (в работе) основное внимание уделим теории выбора и принятия решений, которая исследует математические модели принятия решений и их свойства. Наука о принятии решений долгое время развивалась, можно сказать, однобоко. Классическая схема охватывается статистической теорией, основывающейся на функции риска, на ошибках первого и второго рода. Этот подход к принятию решений сыграл свою положительную роль и применимость его сегодня не отрицается, но ограничивается принципами рациональности. Подход не лишен и недостатков. Известно крылатое выражение, приписываемое классику (Госсету (псевдоним Стьюдент)) от статистической теории «о трех видах лжи: преднамеренной, непреднамеренной и статистике». Другое направление теории принятия решения — алгебраическое возникло несколько позже, но оказалось малодоступным для понимания (и как следствие, для применения). В основе подхода лежит теория отношений частичного порядка и ее частного варианта — отношений предпочтения. Я об этом недавно писал, но публикацию мягко говоря не одобрили.","2025-03-26T07:57:26.351099Z"
718,"1","2025-03-26T07:57:27.445075Z",718,0.645,"Negative","Теория принятия решений или ТПР изучает процесс выбора между альтернативами и использует различные модели для анализа и оптимизации решений. Она охватывает большое количество областей, включая экономику, психологию, менеджмент и политику. Принятие решений - это специфический процесс человеческой деятельности, направленный на выбор наилучшего варианта действий. Основные элементы ТПР: Лицо принимающее решение (ЛПР) - субъект задачей которого является обоснованный выбор одной или нескольких альтернатив. Альтернативы - возможные варианты действий. Критерии оценки - параметры сопоставления альтернатив. Риски и неопределенности - оценка вероятностей и последствий различных результатов. Полезность - величина, которую в процессе выбора максимизирует ЛПР. Для обеспечения эффективности выбора, в ходе принятия решений следует опираться на следующие принципы: Рациональность - принятие решений на основе логического анализа и оценки. Ограниченная рациональность - учёт ограничения информации и времени в процессе принятия решения. Эмоциональные факторы - влияние эмоций и психологических аспектов на выбор.","2025-03-26T07:57:27.445075Z"
719,"1","2025-03-26T07:57:28.555127Z",719,0.669,"Negative","Теория принятия решений – область исследования, вовлекающая понятия и методы математики, статистики, экономики, менеджмента и психологии с целью изучения закономерностей выбора людьми путей решения проблем и задач, а также способов достижения желаемого результата. Различают нормативную теорию, которая описывает рациональный процесс принятия решения и дескриптивную теорию, описывающую практику принятия решений. Реализация процесса принятия решения, при котором не учитываются психологические аспекты поведения людей на отбор окончательного решения, происходит на основе нормативных моделей принятия решений. Эти модели принятия решений, как правило, реализуют концепцию максимальной полезности. В соответствии с концепцией максимизации полезности лицо принимающее решение (ЛПР) ставит задачу поиска наилучшего (оптимального) решения среди всех возможных в соответствии с выбранным заранее критерием, направленным на максимизацию полезности.","2025-03-26T07:57:28.555127Z"
720,"1","2025-03-26T07:57:29.544356Z",720,0.513,"Negative","Известно, что вклад окружающей среды  в формирование здоровья человека составляет до 25%, оказывая влияние на уровень заболеваемости населения. По данным специалистов ВОЗ 23% от общего числа случаев смерти в мире связаны с загрязнением окружающей среды (около 12,6 млн. случаев). Основными причинами смерти, связанными с загрязнением окружающей среды, являются: Инсульт (2,5 млн.) Ишемическая болезнь сердца (2,3 млн.) Непреднамеренные травмы (1,7 млн.) Рак (1,7 млн.) Хронические респираторные болезни (1,4 млн.) Диарейные болезни (846 тыс.) Инфекция дыхательных путей (567 тыс.) Неонатальные состояния (270 тыс.) Малярия (259 тыс.) Загрязнение атмосферного воздуха.Основные загрязнители атмосферного воздуха – это диоксид серы, оксиды азота, оксид углерода и твердые частицы. На их долю приходится около 98% от общего объема выбросов вредных веществ. Помимо основных загрязнителей существует ещё более 70 наименований вредных веществ среди которых фтористый водород, аммиак, фенол, бензол, сероуглерод, свинец, ртуть, кадмий и другие тяжелые металлы, а также углеводороды, токсичные летучие растворители (бензины, спирты, эфиры) и др.","2025-03-26T07:57:29.544356Z"
721,"1","2025-03-26T07:57:30.804266Z",721,0.623,"Negative","В современном мире на здоровье человека все большее влияние оказывают разные свойства и качества факторов окружающей среды. Около 85 % всех заболеваний в современном мире связано с неблагоприятными условиями окружающей среды, вызванными в результате повседневной, производственной деятельности человека. Самые основные факторы окружающей среды, влияющие на здоровье людей: Климатические факторы В повседневной жизни человека погодные условия оказывают огромное влияние на самочувствие и работоспособность человека. Наиболее распространенными факторами оказывающие воздействие на самочувствие человека являются изменения атмосферного давления и электромагнитного поля. Также могут оказывать влияние изменения влажности воздуха, осадки в виде дождя или снега, сильные ветра и т.д. По данным воздействием могут появляются головные боли, обострение заболеваний суставов, перепады артериального давления. Например, если температура воздуха значительно уменьшилась, то человеку необходимо принять меры, предотвращающие переохлаждение организма. Иначе повышается вероятность заболеть острыми респираторными заболеваниями. Однако не все погодные изменения влияют на организм человека. Если человек здоровый, имеет крепкий иммунитет, то привыкание организма с новыми условиями произойдёт быстро. С другой стороны, человек, имеющий ослабленный организм, реагирует на изменения погоды, которые могут вызвать боли и недомогание. Химические факторы Производственная детальность людей сопровождается выделением в атмосферу выбросов загрязняющих веществ. Химические вещества попадаю вместе с осадками в почву, воду, а затем в организм человека посредством употребления загрязненной пищи и воды, вдыхания воздуха, насыщенного вредными элементами. В результате в организме накаливаются токсические вещества, которые могут вызвать головокружение, тошноту и т.д. Однако, если в организм человека токсические вещества поступают регулярно, то возможно развитие хронического отравления, сопровождающегося быстрой утомляемостью, сонливостью, апатией, нарушением внимания. Биологические факторы В окружающей среде присутствует разнообразие вирусов, бактерий и других микроорганизмов, являющимися источниками заболеваний человека. Поэтому для профилактики заболеваний необходимо соблюдать правила гигиены: мыть руки перед едой и продукты перед употреблением, кипятить питьевую воду, обрабатывать кожу в случае повреждения. Питание Пища является одним из главных источников для поддержания нормальной жизнедеятельности человека. Поэтому от качества пищи, получаемой из внешней среды, зависит состояние здоровья человека и его общее развитие. Так по данным многочисленных исследований ученые пришли к выводу, что для поддержания физиологических процессов организма на должном уровне необходимо поддерживаться сбалансированного питания. Общее содержание белковых соединений, углеводов, жиров, микроэлементов и витаминов, поступающих в организм человека, должно соответствовать норме. Иначе возникают условия для развития заболеваний сердечно — сосудистой системы, пищеварительных каналов, нарушение обменных процессов. Наиболее распространенными заболеваниями на сегодняшний день являются ожирение, сахарный диабет, заболевания сосудов и сердечной мышцы, предпосылками возникновения которых могут быть переедание продуктов, содержащих углеводы и жиры в больших количествах. Также употребление продуктов, содержащих ГМО, в составе которых повышенные концентрации вредных веществ, приводит к ухудшению общего состояния здоровья и к развитию раковых клеток. Воздух Атмосферный воздух является один из главных элементов окружающей нас среды, поддерживающих существование живых организмов на планете. Если воздухе содержаться вредные вещества, то при контакте с поверхностью кожи или слизистой оболочкой человека, они глубоко проникают в организм. Однако наиболее опасным считается ингаляционный путь поступления загрязняющих веществ в организм человека. Так как приводит к развитию бронхитов и астмы. Наряду с органами дыхания, загрязнители поражают органы зрения и обоняния, а воздействуя на слизистую оболочку гортани, могут вызвать спазмы голосовых связок. Например, вдыхание воздуха в течение непродолжительного времени, в котором присутствуют выхлопы автомобильного транспорта, увеличивает риск получения ишемической болезни сердца. Выбросы предприятий, сжигающих уголь, насыщают воздух крошечными частицами загрязнений, способны вызывать повышение свёртываемости крови и образование тромбов в кровеносной системе человека. Поэтому для обнаружения признаков и последствий действия вредных веществ на организм человека необходимо обратить внимание на следующие признаки: головная боль, тошнота, слабость, снижение трудоспособности. При обнаружении симптомов необходимо обратиться в лечебное учреждение, для избежание развития тяжелых последствий. Таким образом, бережное отношение к природе, уменьшение вредного воздействия деятельности человека на окружающую среду остановит развитие новых заболеваний и позволит сохранить природу для будущего поколения.","2025-03-26T07:57:30.804266Z"
